DateTime,Entries,UniqueIPs
1547120286,500,500
1547122600,500,500
1547124259,500,500
1547126176,500,500
1547127162,500,500
1547128848,500,500
1547129787,500,500
1547131246,500,500
1547133643,500,500
1547134590,500,500
1547136051,500,500
1547136998,500,500
1547138203,500,500
1547139154,500,500
1547140125,500,500
1547141077,500,500
1547142759,500,500
1547144675,500,500
1547146350,500,500
1547148758,500,500
1547151159,500,500
1547154273,500,500
1547157151,500,500
1547158595,500,500
1547160761,500,500
1547163635,500,500
1547166753,500,500
1547171072,500,500
1547175880,500,500
1547180920,500,500
1547185954,500,500
1547190273,500,500
1547193875,500,500
1547197962,500,500
1547201083,500,500
1547204676,500,500
1547208258,500,500
1547209222,500,500
1547210201,500,500
1547211850,500,500
1547213558,500,500
1547215240,500,500
1547216203,500,500
1547217881,500,500
1547219323,500,500
1547221449,500,500
1547222980,500,500
1547224116,500,500
1547225801,500,500
1547226992,500,500
1547227971,500,500
1547229388,500,500
1547231069,500,500
1547232016,500,500
1547233002,500,500
1547234197,500,500
1547235855,500,500
1547236828,500,500
1547238283,500,500
1547239964,500,500
1547241137,500,500
1547242812,500,500
1547243776,500,500
1547245481,500,500
1547246937,500,500
1547248340,500,500
1547249564,500,500
1547251242,500,500
1547252236,500,500
1547256046,500,500
1547258922,500,500
1547261562,500,500
1547262746,500,500
1547265152,500,500
1547267070,500,500
1547268518,500,500
1547273060,500,500
1547274971,500,500
1547276665,500,500
1547280181,500,500
1547281947,500,500
1547283854,500,500
1547286248,500,500
1547287941,500,500
1547289644,500,500
1547291081,500,500
1547292736,500,500
1547295159,500,500
1547296114,500,500
1547297075,500,500
1547298763,500,500
1547300661,500,500
1547302344,500,500
1547304516,500,500
1547305486,500,500
1547307141,500,500
1547308813,500,500
1547310740,500,500
1547311716,500,500
1547313170,500,500
1547314340,500,500
1547316737,500,500
1547318683,500,500
1547320847,500,500
1547322522,500,500
1547323476,500,500
1547324423,500,500
1547327327,500,500
1547328985,500,500
1547330673,500,500
1547333570,500,500
1547336681,500,500
1547337629,500,500
1547339563,500,500
1547341935,500,500
1547343608,500,500
1547345079,500,500
1547346745,500,500
1547349143,500,500
1547350819,500,500
1547352291,500,500
1547354447,500,500
1547356354,500,500
1547358496,500,500
1547360441,500,500
1547362343,500,500
1547365946,500,500
1547368842,500,500
1547370530,500,500
1547371718,500,500
1547373387,500,500
1547376512,500,500
1547378181,500,500
1547379848,500,500
1547382157,500,500
1547383957,500,500
1547385387,500,500
1547387767,500,500
1547389946,500,500
1547390895,500,500
1547392369,500,500
1547395496,500,500
1547397888,500,500
1547398819,500,500
1547400486,500,500
1547401948,500,500
1547404359,500,500
1547406761,500,500
1547407966,500,500
1547409402,500,500
1547411081,500,500
1547413489,500,500
1547414921,500,500
1547416594,500,500
1547418256,500,500
1547420433,500,500
1547423799,500,500
1547426672,500,500
1547429075,500,500
1547431724,500,500
1547433613,500,500
1547435572,500,500
1547437469,500,500
1547440117,500,500
1547442021,500,500
1547443009,500,500
1547444909,500,500
1547446584,500,500
1547448036,500,500
1547449967,500,500
1547452095,500,500
1547453797,500,500
1547454863,500,500
1547456662,500,500
1547458354,500,500
1547460762,500,500
1547462418,500,500
1547464369,500,500
1547465292,500,500
1547466257,500,500
1547467219,500,500
1547494366,500,500
1547498918,500,500
1547509968,500,500
1547513070,500,500
1547517873,500,500
1547520970,500,500
1547527258,500,500
1547530371,500,500
1547534453,500,500
1547551965,500,500
1547566094,500,500
1547571623,500,500
1547575248,500,500
1547578348,500,500
1547582205,500,500
1547584597,500,500
1547587936,500,500
1547591538,500,500
1547593937,500,500
1547597801,500,500
1547602353,500,500
1547606207,500,500
1547609781,500,500
1547613136,500,500
1547616520,500,500
1547620372,500,500
1547622970,500,500
1547627798,500,500
1547631883,500,500
1547634038,500,500
1547645058,500,500
1547653711,500,500
1547658048,500,500
1547662362,500,500
1547666439,500,500
1547670764,500,500
1547678186,500,500
1547681567,500,500
1547686594,500,500
1547692365,500,500
1547697176,500,500
1547702673,500,500
1547706750,500,500
1547712279,500,500
1547715162,500,500
1547718737,500,500
1547723566,500,500
1547725456,500,500
1547729061,500,500
1547733680,500,500
1547803226,500,500
1547805638,500,500
1547809484,500,500
1547812119,500,500
1547815230,500,500
1547820043,500,500
1547823875,500,500
1547828650,500,500
1547843089,500,500
1547850032,500,500
1547871643,500,500
1547913867,500,500
1547928762,500,500
1547942211,500,500
1547969293,500,500
1547980594,500,500
1547991650,500,500
1547994259,500,500
1548001491,500,500
1548015650,500,500
1548032683,500,500
1548060251,500,500
1548063159,500,500
1548066277,500,500
1548084293,500,500
1548085958,500,500
1548089293,500,500
1548092677,500,500
1548095561,500,500
1548098686,500,500
1548102021,500,500
1548105394,500,500
1548108517,500,500
1548111412,500,500
1548114272,500,500
1548117145,500,500
1548119770,500,500
1548122920,500,500
1548126274,500,500
1548128209,500,500
1548131562,500,500
1548133963,500,500
1548137317,500,500
1548139718,500,500
1548142594,500,500
1548145932,500,500
1548148331,500,500
1548150271,500,500
1548152887,500,500
1548155531,500,500
1548157927,500,500
1548159870,500,500
1548162035,500,500
1548164190,500,500
1548166365,500,500
1548168758,500,500
1548171876,500,500
1548174008,500,500
1548178599,500,500
1548180997,500,500
1548183878,500,500
1548186031,500,500
1548189138,500,500
1548192032,500,500
1548194199,500,500
1548196592,500,500
1548199247,500,500
1548222043,500,500
1548222996,500,500
1548224671,500,500
1548225644,500,500
1548226575,500,500
1548227544,500,500
1548228514,500,500
1548229484,500,500
1548230434,500,500
1548231387,500,500
1548232364,500,500
1548234029,500,500
1548236455,500,500
1548238574,500,500
1548239647,500,500
1548241474,500,500
1548243379,500,500
1548245568,500,500
1548247456,500,500
1548249855,500,500
1548252257,500,500
1548253945,500,500
1548256120,500,500
1548258283,500,500
1548260910,500,500
1548263530,500,500
1548265954,500,500
1548267872,500,500
1548270274,500,500
1548272674,500,500
1548275099,500,500
1548276996,500,500
1548279625,500,500
1548281090,500,500
1548283698,500,500
1548285897,500,500
1548288080,500,500
1548290419,500,500
1548293799,500,500
1548295966,500,500
1548298842,500,500
1548301949,500,500
1548304852,500,500
1548307016,500,500
1548309874,500,500
1548312753,500,500
1548315646,500,500
1548317800,500,500
1548321144,500,500
1548324759,500,500
1548327377,500,500
